Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Belize,BLZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,156699.2524,,,,,135413.339,,,,,120015.7295,,,,,111395.8055,,,,,100726.0726,,,,,87540.15603,,,,,78531.47177,,,,,68860.95142,,,,,58198.51567,,,,,51138.21056,,,,,45322.11072,,43389.99244,,,
Benin,BEN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4115.232914,,,,,3765.573663,,,,,3384.187041,,,,,2999.907673,,,,,2622.39053,,,,,2271.092106,,,,,1931.804307,,,,,1639.699448,,,,,1411.849723,,,,,1218.244188,,,,,1058.673102,,1001.291764,,,
Bermuda,BMU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,404761.7019,,,,,351043.1524,,,,,298699.8695,,,,,254470.6475,,,,,220392.0659,,,,,189834.085,,,,,178731.0098,,,,,153190.3305,,,,,133575.4182,,,,,113544.0595,,,,,103590.1972,,100457.4679,,,
Bolivia,BOL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,79075.64608,,,,,71628.75771,,,,,64600.81697,,,,,57989.82245,,,,,52012.08805,,,,,46947.03508,,,,,42556.43144,,,,,38559.97855,,,,,35073.14224,,,,,32145.50656,,,,,29641.55498,,28734.65548,,,
Bosnia and Herzegovina,BIH,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8374.312422,,,,,9460.533718,,,,,9401.963607,,,,,9406.465289,,,,,9730.826161,,9955.126217,,,
Botswana,BWA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4356.982064,,,,,3790.547008,,,,,3230.865535,,,,,2690.806188,,,,,2230.713391,,,,,1898.262615,,,,,1648.540732,,,,,1465.528033,,,,,1348.350209,,,,,1253.64733,,,,,1148.701847,,1106.718566,,,
Brazil,BRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,73929.2135,,,,,64189.94836,,,,,56528.82574,,,,,50155.99347,,,,,44593.28478,,,,,40071.2128,,,,,36625.53905,,,,,33787.9045,,,,,31423.6354,,,,,29634.61059,,,,,28225.82895,,27721.0379,,,
British Virgin Islands,VGB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,94955.09183,,,,,75559.5854,,,,,59828.39808,,,,,48634.51448,,,,,41236.51323,,,,,35771.09864,,,,,31026.08746,,,,,27240.27202,,,,,24505.06967,,,,,22674.89009,,,,,21263.39594,,20645.90094,,,
