Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bolivia,BOL,Consumer price index (2010 = 100),FP.CPI.TOTL,2.24E-05,2.41E-05,2.55E-05,2.54E-05,2.79E-05,2.87E-05,3.07E-05,3.42E-05,3.61E-05,3.69E-05,3.83E-05,3.97E-05,4.23E-05,5.56E-05,9.06E-05,9.78E-05,0.000102209,0.000110495,0.000121938,0.000145984,0.000214949,0.000284019,0.000634885,0.002384539,0.032938834,3.903133123,14.6888938,16.83034334,19.5235502,22.48594986,26.33526894,31.98341246,35.8407155,38.89716761,41.95994779,46.23701203,51.98218577,54.42973806,58.60625649,59.87186813,62.63090151,63.626516,64.21713477,66.36023715,69.30489357,73.04266663,76.17294609,82.8047511,94.39775375,97.55948363,100,109.8830015,114.8484081,121.4352008,128.4354258,133.6511419,138.4963157,142.4049387
Bosnia and Herzegovina,BIH,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.94370196,90.14698473,91.49988998,98.29562641,97.92066358,100,103.6712503,105.7992836,105.7008419,104.7525003,103.6805836,102.5513669,103.7500003
Botswana,BWA,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,3.038577059,3.402439218,3.801627801,4.302253684,4.691349002,5.241936541,5.956539616,6.935081539,7.707455886,8.514977124,9.24534665,9.993718243,10.99326152,12.07081374,13.07892942,14.59281743,16.25586542,18.1683706,21.10576234,24.13038763,26.67443533,29.47859764,32.4508828,35.28057747,37.63075739,40.54687624,44.03450978,46.92274986,50.69195893,55.35050061,59.19498234,64.29180368,71.72086226,76.79941542,86.55462185,93.50261844,100,108.4598723,116.6343873,123.4978627,128.9345512,132.882568,136.6231564,141.143034
Brazil,BRA,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,3.57E-10,7.21E-10,1.45E-09,3.40E-09,9.92E-09,3.23E-08,7.99E-08,2.62E-07,1.91E-06,2.93E-05,0.000892704,0.004756207,0.050033488,1.014369318,22.07154429,36.64031594,42.4139744,45.35186848,46.80089527,49.0746922,52.53158274,56.1249316,60.86758058,69.8241962,74.43062767,79.54366733,82.87143085,85.88900587,90.76629373,95.20298175,100,106.6363694,112.3985225,119.3721044,126.9273466,138.3886413,150.4826022,155.6687862
British Virgin Islands,VGB,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,49.3979185,,,58.38833967,63.72331486,67.77394418,68.56431088,70.6719554,72.33501866,73.62348103,74.54145902,75.43062155,76.41446343,78.04871123,79.29749061,80.31212386,83.72675497,85.78854176,90.9072364,92.72186894,94.3088594,93.89259961,93.50235605,94.95926533,95.52511849,93.31373833,93.59367955,94.35574175,95.52993962,95.6826806,96.60867282,98.62294456,99.64439989,100,100.1379116,100.249832,100.6400094,100.4315751,100.0146616,99.27548456,99.10541421
Bulgaria,BGR,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,0.024834863,0.025505404,0.02620078,0.026821652,0.028535257,0.035326648,0.154889375,0.296300173,0.512240158,1.004284419,1.627491445,3.606643794,41.77840809,49.57935786,50.85505597,56.10139684,60.2309866,63.73049345,65.22729439,69.23690145,72.7256368,78.00667774,84.5612155,95.0034429,97.61907981,100,104.2199035,107.2991517,108.2542145,106.7189708,106.6073072,105.7557823,107.9389572
Burkina Faso,BFA,Consumer price index (2010 = 100),FP.CPI.TOTL,10.71330051,12.70191821,12.91479087,13.63468751,13.88626429,13.7848595,14.11074819,13.49922309,13.46051897,14.76020333,15.02184318,15.33147615,14.88328243,16.01499091,17.41143557,20.67728925,18.94024833,24.61969094,26.65552767,30.65211514,34.39248133,36.99107597,41.45211288,44.83201982,47.00500885,50.25120194,48.93876973,47.62633752,49.65313157,49.41390342,49.16470743,50.22794365,49.22783708,49.50029136,61.96341345,66.58516841,70.64540173,72.28345003,75.95858166,75.14383956,74.91524285,78.66657338,80.37811793,82.01346358,81.68522216,86.92536198,88.95342505,88.74827416,98.20866083,100.7701162,100,102.7597672,106.6832918,107.2527016,106.9758936,107.9975062,107.7331671,108.1296758
Burundi,BDI,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,1.468451155,1.533604277,1.516898349,1.608780958,1.673516432,1.670175247,1.734493073,1.800899141,1.909070031,2.209219887,2.556285561,2.731558599,2.918247355,3.615580673,4.93674122,5.060086662,5.675767361,6.008826859,6.498620238,7.429019235,7.711640436,7.840862519,8.398601703,8.775429971,9.798785499,10.48491308,11.42823428,11.63660909,12.76295681,14.65861517,17.48234139,22.10410981,28.98104978,32.60380005,33.70757701,41.94302039,45.8421223,45.21606558,50.03043014,54.12113292,61.2933033,62.97606191,68.27364782,84.93716361,93.90265116,100,109.5921661,129.495249,139.7745276,145.932088,154.0235683,162.5837201,188.6825292
Cabo Verde,CPV,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,29.56147918,32.88714559,34.66083434,38.42992293,39.90799689,41.53387824,43.42581291,48.0521844,52.64160405,54.28226614,57.42433861,59.40666027,64.36802235,68.20668636,74.04249312,77.29609435,80.66344748,78.66504551,81.30029679,82.8324286,83.81661899,82.23179615,82.57625825,87.00984103,90.84784254,97.00227101,97.96366389,100,104.4738834,107.1279342,108.7418625,108.4822107,108.6245263,107.0946254,107.9341412
